itrial,d,method,coverage,width
37,110,split,0.92,7.949784820405736
38,110,naive,0.0,2.4868995751603507e-14
38,110,jackknife,0.84,7.5291877514001335
38,110,jackknife+,0.89,8.149654701876477
38,110,jackknife-mm,0.97,11.442774528840264
38,110,CV+,0.91,7.707266917357806
38,110,split,0.83,7.381592631396987
39,110,naive,0.0,5.860201213181427e-14
39,110,jackknife,0.85,10.871950642578188
39,110,jackknife+,0.93,11.756276501080453
39,110,jackknife-mm,1.0,16.704554107314223
39,110,CV+,1.0,12.517262171237391
39,110,split,0.88,8.421575818402035
40,110,naive,0.0,3.623767952376511e-14
40,110,jackknife,0.9,12.944070414987454
40,110,jackknife+,0.97,14.029683881094204
40,110,jackknife-mm,1.0,19.648438820131492
40,110,CV+,0.99,11.588779082185972
40,110,split,0.95,11.264728243202951
41,110,naive,0.0,2.9829472225628707e-14
41,110,jackknife,0.68,4.641286557853603
41,110,jackknife+,0.67,4.59953733361152
41,110,jackknife-mm,0.91,6.840852885301783
41,110,CV+,0.88,6.132858077653222
41,110,split,0.94,8.295933282827752
42,110,naive,0.0,2.668087972779176e-14
42,110,jackknife,0.87,8.49777463603399
42,110,jackknife+,0.97,8.933911652910727
42,110,jackknife-mm,1.0,12.97523121286739
42,110,CV+,0.97,9.224138149250745
42,110,split,0.91,7.770630391420931
43,110,naive,0.0,2.3074875343809254e-14
43,110,jackknife,0.63,6.014185691539817
43,110,jackknife+,0.79,6.780783772876367
43,110,jackknife-mm,0.9,9.380399103508989
43,110,CV+,0.89,7.662934240910607
43,110,split,0.94,9.56991259041444
44,110,naive,0.0,2.631672657571471e-14
44,110,jackknife,0.78,6.912195517279056
44,110,jackknife+,0.85,7.2387717118808395
44,110,jackknife-mm,0.95,10.491067476467766
44,110,CV+,0.92,8.075806590161088
44,110,split,0.97,10.404221635776567
45,110,naive,0.0,2.5623947408348614e-14
45,110,jackknife,0.81,9.268023061441431
45,110,jackknife+,0.87,9.757552883605937
45,110,jackknife-mm,1.0,14.06562943375691
45,110,CV+,1.0,11.81117286082988
45,110,split,0.94,9.40318239791963
46,110,naive,0.0,2.5526247782181598e-14
46,110,jackknife,0.92,14.65423153741011
46,110,jackknife+,0.98,15.56552099831744
46,110,jackknife-mm,1.0,22.397400716655213
46,110,CV+,1.0,13.884492331811797
46,110,split,0.93,9.933065905134187
47,110,naive,0.0,3.1246116805050405e-14
47,110,jackknife,0.78,11.840574069397013
47,110,jackknife+,0.97,13.517577629635575
47,110,jackknife-mm,1.0,18.485425743857963
47,110,CV+,0.95,10.196045101117228
47,110,split,0.95,9.942076075510018
48,110,naive,0.0,2.960520717465443e-14
48,110,jackknife,0.87,11.340907735377641
48,110,jackknife+,0.95,12.11625260103871
48,110,jackknife-mm,1.0,17.66945726576514
48,110,CV+,1.0,12.717016221999613
48,110,split,0.82,8.442367712516871
49,110,naive,0.0,3.12194714524594e-14
49,110,jackknife,0.84,7.923197575523546
49,110,jackknife+,0.92,8.965885182531016
49,110,jackknife-mm,1.0,12.427757722962063
49,110,CV+,1.0,9.31209156070163
49,110,split,0.89,8.464643952898514
0,115,naive,0.0,2.7640112421067898e-14
0,115,jackknife,0.84,7.902959362963989
0,115,jackknife+,0.95,8.606697596029688
0,115,jackknife-mm,1.0,11.66896972104716
0,115,CV+,0.97,8.67955504261387
0,115,split,0.94,9.933007195055437
1,115,naive,0.0,3.025135697498627e-14
1,115,jackknife,0.87,11.60626268900897
1,115,jackknife+,0.97,12.621020058980061
1,115,jackknife-mm,1.0,17.233696934046442
1,115,CV+,1.0,11.45682387998466
1,115,split,0.93,8.222829022673976
2,115,naive,0.0,1.788957870729746e-14
2,115,jackknife,0.9,9.03676520861652
2,115,jackknife+,0.95,9.589453541775208
2,115,jackknife-mm,0.99,13.146104786306173
2,115,CV+,0.99,10.164979869150889
2,115,split,0.84,8.279783192091152
3,115,naive,0.0,2.4016344468691386e-14
3,115,jackknife,0.82,8.172691231458439
3,115,jackknife+,0.86,8.223282565837586
3,115,jackknife-mm,0.99,11.642832577169365
3,115,CV+,0.94,8.342203725835528
3,115,split,0.83,7.46528025498128
4,115,naive,0.0,2.5712765250318625e-14
4,115,jackknife,0.89,10.875313394412641
4,115,jackknife+,0.94,10.794291701339587
4,115,jackknife-mm,1.0,15.7322838364101
4,115,CV+,1.0,11.391801973680623
4,115,split,0.93,9.848764300282967
5,115,naive,0.0,2.2053470161154108e-14
5,115,jackknife,0.91,8.543778832250805
5,115,jackknife+,0.94,9.194688059883019
5,115,jackknife-mm,0.99,12.667752295630548
5,115,CV+,0.99,10.531317181170289
5,115,split,0.94,9.579028645762039
6,115,naive,0.0,2.6698643296185763e-14
6,115,jackknife,0.91,8.907912362113652
6,115,jackknife+,0.95,9.593814977690998
6,115,jackknife-mm,0.98,13.359294726348992
6,115,CV+,0.97,9.883914606840621
6,115,split,0.8,7.379647589074247
7,115,naive,0.0,2.7275959268990847e-14
7,115,jackknife,0.91,12.745133491697816
7,115,jackknife+,0.96,13.343015740658862
7,115,jackknife-mm,1.0,18.723425118195077
7,115,CV+,0.99,12.233048267629217
7,115,split,0.84,7.367698153276583
8,115,naive,0.0,2.842170943040401e-14
8,115,jackknife,0.9,7.974931369598495
8,115,jackknife+,0.93,8.044664906857376
8,115,jackknife-mm,0.99,11.441360005845922
8,115,CV+,0.97,8.439159699831523
8,115,split,0.98,10.576515639040617
9,115,naive,0.0,2.5712765250318625e-14
9,115,jackknife,0.91,11.3964606424104
9,115,jackknife+,0.97,12.079748302233831
9,115,jackknife-mm,1.0,16.451033071756584
9,115,CV+,0.98,10.019250934962935
9,115,split,0.94,8.76444866428418
10,115,naive,0.0,2.6698643296185763e-14
10,115,jackknife,0.83,7.764975281388417
10,115,jackknife+,0.88,7.898653846986947
10,115,jackknife-mm,0.99,11.147373239315636
10,115,CV+,0.99,10.075193922036751
10,115,split,0.94,9.742062448036592
11,115,naive,0.0,2.1316282072803006e-14
11,115,jackknife,0.87,12.53228769474162
11,115,jackknife+,1.0,13.93227731305618
11,115,jackknife-mm,1.0,18.74118957345194
11,115,CV+,0.99,11.170856686028513
11,115,split,0.88,8.450782740373063
12,115,naive,0.0,1.7990053891026036e-14
12,115,jackknife,0.88,8.707809260858314
12,115,jackknife+,0.93,8.824157218028429
12,115,jackknife-mm,0.99,12.508869144998997
12,115,CV+,0.95,9.101485587572876
12,115,split,0.9,7.818109849855776
13,115,naive,0.0,2.5464075292802592e-14
13,115,jackknife,0.95,16.381676860186875
13,115,jackknife+,0.99,17.660915978898707
13,115,jackknife-mm,1.0,24.244159595278656
13,115,CV+,0.99,14.791484288970187
13,115,split,0.89,9.705672857450965
14,115,naive,0.0,3.6353142718326126e-14
14,115,jackknife,0.79,6.847621627413065
14,115,jackknife+,0.86,7.315610225109704
14,115,jackknife-mm,0.95,10.155197288872136
14,115,CV+,0.94,7.949269352128718
14,115,split,0.9,8.768832578899922
15,115,naive,0.0,2.050803971087589e-14
15,115,jackknife,0.8,7.048110372564875
15,115,jackknife+,0.85,7.396067943083223
15,115,jackknife-mm,0.97,10.382811609742502
15,115,CV+,0.93,8.19641404807806
15,115,split,0.96,11.200889975220887
16,115,naive,0.0,2.837063917127125e-14
16,115,jackknife,0.9,10.70130108265008
16,115,jackknife+,0.96,11.102184562398149
16,115,jackknife-mm,0.99,15.321051757665094
16,115,CV+,0.98,10.49104251787919
16,115,split,0.99,11.065194299548011
17,115,naive,0.0,2.5588420271560607e-14
17,115,jackknife,0.84,10.331084051159444
17,115,jackknife+,0.94,10.350557548966785
17,115,jackknife-mm,1.0,15.142587970072423
17,115,CV+,0.98,10.967044391140378
17,115,split,0.99,11.70078424261813
18,115,naive,0.0,2.930988785010413e-14
18,115,jackknife,0.86,7.096918902920072
18,115,jackknife+,0.89,6.961542563283157
18,115,jackknife-mm,0.97,10.053468263911766
18,115,CV+,0.93,7.605850810602148
18,115,split,0.94,10.694943712484163
19,115,naive,0.0,2.3110402480597258e-14
19,115,jackknife,0.84,7.032514121066364
19,115,jackknife+,0.8,6.397496352723108
19,115,jackknife-mm,0.95,9.826166741540174
19,115,CV+,0.95,8.414295762873799
19,115,split,0.79,6.715117917145793
20,115,naive,0.0,2.490452288839151e-14
20,115,jackknife,0.91,8.961483557990196
20,115,jackknife+,0.95,9.296972078080664
20,115,jackknife-mm,1.0,12.996208145698244
20,115,CV+,0.99,9.70395213796044
20,115,split,0.92,9.635227786052246
21,115,naive,0.0,2.4868995751603507e-14
21,115,jackknife,0.81,7.942431490671083
21,115,jackknife+,0.89,8.643196861523938
21,115,jackknife-mm,0.97,11.727785770798027
21,115,CV+,0.96,9.198447247142006
21,115,split,0.86,7.8523293476142815
22,115,naive,0.0,2.842170943040401e-14
22,115,jackknife,0.81,7.272031052703401
22,115,jackknife+,0.84,7.951256597202294
22,115,jackknife-mm,0.96,10.900141534173626
22,115,CV+,0.94,9.61580950509303
22,115,split,0.89,9.668413745587605
23,115,naive,0.0,2.842170943040401e-14
23,115,jackknife,0.87,12.154166574746874
23,115,jackknife+,0.95,12.787205362529642
23,115,jackknife-mm,1.0,17.8914407628986
23,115,CV+,0.99,11.981880945407964
23,115,split,0.76,7.750781701182624
24,115,naive,0.0,2.6627589022609755e-14
24,115,jackknife,0.81,6.939910211888023
24,115,jackknife+,0.89,7.1936534492249065
24,115,jackknife-mm,0.97,10.179373879751749
24,115,CV+,0.96,7.930243802355868
24,115,split,0.91,8.680785686509326
25,115,naive,0.0,3.014477556462225e-14
25,115,jackknife,0.94,11.859897157753032
25,115,jackknife+,0.95,12.687392330729717
25,115,jackknife-mm,1.0,17.355321265792586
25,115,CV+,0.98,11.412426284529948
25,115,split,0.93,9.476610114925423
26,115,naive,0.0,3.0109248427834244e-14
26,115,jackknife,0.92,11.274065513021618
26,115,jackknife+,0.99,11.997140812588654
26,115,jackknife-mm,1.0,16.352242346363827
26,115,CV+,1.0,10.402465309702613
26,115,split,0.94,11.088218733151132
27,115,naive,0.0,2.4833468614815502e-14
27,115,jackknife,0.94,14.46708438307436
27,115,jackknife+,0.99,15.022633079300235
27,115,jackknife-mm,1.0,20.707596094156266
27,115,CV+,0.99,11.813386561857499
27,115,split,0.83,7.661789219529368
28,115,naive,0.0,3.197442310920451e-14
28,115,jackknife,0.84,8.760759465040339
28,115,jackknife+,0.91,9.192738483088121
28,115,jackknife-mm,0.99,12.83229581619017
28,115,CV+,0.97,9.910665672054913
28,115,split,0.85,8.42217928888104
29,115,naive,0.0,2.6645352591003757e-14
29,115,jackknife,0.88,8.8450205501753
29,115,jackknife+,0.93,9.213762131628737
29,115,jackknife-mm,0.99,12.798355154399422
29,115,CV+,0.98,8.567671757405504
29,115,split,0.87,7.869192234820048
30,115,naive,0.0,2.666311615939776e-14
30,115,jackknife,0.83,7.085268915432041
30,115,jackknife+,0.92,7.7472198489921205
30,115,jackknife-mm,0.99,10.73888222894871
30,115,CV+,0.98,8.799786155939127
30,115,split,0.87,7.108166374353233
31,115,naive,0.0,3.275602011854062e-14
31,115,jackknife,0.78,7.0128411781426045
31,115,jackknife+,0.86,7.586653633923808
31,115,jackknife-mm,0.97,10.46573795596584
31,115,CV+,0.98,9.533006099848896
31,115,split,0.98,10.214511545331591
32,115,naive,0.0,2.1316282072803006e-14
32,115,jackknife,0.88,9.419359721561793
32,115,jackknife+,0.91,9.737787327859646
32,115,jackknife-mm,1.0,13.40661373494422
32,115,CV+,0.97,10.788584766123352
32,115,split,0.89,9.456334035374873
33,115,naive,0.0,2.668087972779176e-14
33,115,jackknife,0.85,8.04870268060457
33,115,jackknife+,0.95,9.1496266044822
33,115,jackknife-mm,0.98,12.334327326100526
33,115,CV+,0.94,8.813834567578553
33,115,split,0.88,9.14390143762236
34,115,naive,0.0,2.6645352591003757e-14
34,115,jackknife,0.84,10.140934485313304
34,115,jackknife+,0.92,10.890337115825567
34,115,jackknife-mm,1.0,14.676246741625327
34,115,CV+,0.97,9.731122568705656
34,115,split,0.87,8.796758572647864
35,115,naive,0.0,3.1676883338604966e-14
35,115,jackknife,0.9,9.36437460239869
35,115,jackknife+,0.95,9.621064480977163
35,115,jackknife-mm,0.99,13.709829400358387
35,115,CV+,0.95,9.16945418011369
35,115,split,0.89,9.137756278400836
36,115,naive,0.0,2.4868995751603507e-14
36,115,jackknife,0.84,9.551346118098962
36,115,jackknife+,0.93,10.263973489486082
36,115,jackknife-mm,1.0,13.852313972371773
36,115,CV+,0.98,9.838910584610561
36,115,split,0.92,9.372780459816369
37,115,naive,0.0,2.4096280526464397e-14
37,115,jackknife,0.93,8.422308132469881
37,115,jackknife+,0.98,8.69323510359947
37,115,jackknife-mm,0.99,12.2020021268797
37,115,CV+,0.99,8.987648491930155
37,115,split,0.99,12.375609155574086
38,115,naive,0.0,3.019806626980426e-14
38,115,jackknife,0.9,9.8279850208086
38,115,jackknife+,0.96,10.129780128593344
38,115,jackknife-mm,0.99,13.740383258308448
38,115,CV+,0.93,8.806511036154697
38,115,split,0.86,8.551010372351952
39,115,naive,0.0,2.4793500585928995e-14
39,115,jackknife,0.83,7.564526725309377
39,115,jackknife+,0.86,7.537243417636192
39,115,jackknife-mm,0.98,10.824418512114267
39,115,CV+,0.97,8.702711872987125
39,115,split,0.9,7.982914370173147
40,115,naive,0.0,4.263256414560601e-14
40,115,jackknife,0.78,6.621022549656984
40,115,jackknife+,0.76,6.4219116978530995
40,115,jackknife-mm,0.97,9.287111371244878
40,115,CV+,0.95,7.588834264634979
40,115,split,0.98,8.88021144723313
41,115,naive,0.0,2.6716406864579765e-14
41,115,jackknife,0.82,9.190706469750891
41,115,jackknife+,0.89,8.921977824306257
41,115,jackknife-mm,0.98,13.246374880551048
41,115,CV+,0.92,9.700380064343872
41,115,split,0.89,7.748225838069212
42,115,naive,0.0,2.5148771953809047e-14
42,115,jackknife,0.88,8.635188581529633
42,115,jackknife+,0.93,8.7003957786969
42,115,jackknife-mm,0.97,12.292547469655055
42,115,CV+,0.98,9.299027417321893
42,115,split,0.89,8.906013181945575
43,115,naive,0.0,2.7613467068476893e-14
43,115,jackknife,0.9,9.30609511597538
43,115,jackknife+,0.97,9.976521782887863
43,115,jackknife-mm,1.0,13.788399492993712
43,115,CV+,0.98,9.860864822756248
43,115,split,0.96,8.96516441242991
44,115,naive,0.0,2.3074875343809254e-14
44,115,jackknife,0.79,6.029080648392675
44,115,jackknife+,0.84,6.6414629748918745
44,115,jackknife-mm,0.97,9.443782732771624
44,115,CV+,0.92,7.9822311092045535
44,115,split,0.96,9.778587762514924
45,115,naive,0.0,2.731592729787735e-14
45,115,jackknife,0.97,9.983350810333631
45,115,jackknife+,0.99,9.669132916854842
45,115,jackknife-mm,1.0,13.924456039319818
45,115,CV+,1.0,10.48829839599269
45,115,split,0.92,10.05947404344318
46,115,naive,0.0,2.3787638525618603e-14
46,115,jackknife,0.85,8.762760302276662
46,115,jackknife+,0.88,8.985659574644826
46,115,jackknife-mm,0.96,12.718103811702031
46,115,CV+,0.97,10.987755932774023
46,115,split,0.95,10.98823845056563
47,115,naive,0.0,2.4868995751603507e-14
47,115,jackknife,0.75,7.331571186294352
47,115,jackknife+,0.8,7.590802776471106
47,115,jackknife-mm,0.95,10.80356674888093
47,115,CV+,0.92,8.929377180084687
47,115,split,0.9,9.743311516658652
48,115,naive,0.0,2.4868995751603507e-14
48,115,jackknife,0.82,6.473213789905015
48,115,jackknife+,0.91,7.004699887613197
48,115,jackknife-mm,0.98,9.701285480949878
48,115,CV+,0.98,7.72089353886027
48,115,split,0.96,10.884020786663761
49,115,naive,0.0,2.666311615939776e-14
49,115,jackknife,0.82,9.504986523045348
49,115,jackknife+,0.89,10.080413651957112
49,115,jackknife-mm,1.0,14.243802929611723
49,115,CV+,0.97,10.36607967566959
49,115,split,0.84,8.090447615449873
0,120,naive,0.0,2.4868995751603507e-14
0,120,jackknife,0.92,9.779914486174077
0,120,jackknife+,0.96,9.858548941308475
0,120,jackknife-mm,0.99,13.789073507848538
0,120,CV+,1.0,10.941708087749744
0,120,split,0.91,9.739924048172611
1,120,naive,0.0,2.842170943040401e-14
1,120,jackknife,0.79,6.597605387677347
1,120,jackknife+,0.84,6.94259843712387
1,120,jackknife-mm,0.94,9.463181589923927
1,120,CV+,0.98,9.374792794932311
1,120,split,0.86,7.985585623155319
2,120,naive,0.0,3.76099151822018e-14
2,120,jackknife,0.93,9.03158730614879
2,120,jackknife+,0.98,9.701636580515046
2,120,jackknife-mm,1.0,12.86116253638774
2,120,CV+,0.99,9.384982990985664
2,120,split,0.94,9.96478471232374
3,120,naive,0.0,2.1316282072803006e-14
3,120,jackknife,0.84,6.775604500906785
3,120,jackknife+,0.87,7.304595440985601
3,120,jackknife-mm,0.96,10.139440736306089
3,120,CV+,0.95,9.528318264698822
3,120,split,0.78,8.103282498739079
4,120,naive,0.0,2.666311615939776e-14
4,120,jackknife,0.85,6.288736762888491
4,120,jackknife+,0.91,6.486127006926871
4,120,jackknife-mm,1.0,8.899065056014843
4,120,CV+,0.98,7.577971964881089
4,120,split,0.85,8.282873067388175
5,120,naive,0.0,2.9185542871346115e-14
5,120,jackknife,0.9,9.192239142202958
5,120,jackknife+,0.95,9.624925182068125
5,120,jackknife-mm,0.99,12.944995236990405
5,120,CV+,0.95,9.031758773638131
5,120,split,0.81,8.354374443558788
6,120,naive,0.0,1.8554047187535617e-14
6,120,jackknife,0.76,5.447402532192489
6,120,jackknife+,0.74,5.570538766484853
6,120,jackknife-mm,0.87,7.635862683082503
6,120,CV+,0.84,7.065269429203511
6,120,split,0.88,9.215442592378084
7,120,naive,0.0,2.1316282072803006e-14
7,120,jackknife,0.85,7.7680023984387105
7,120,jackknife+,0.85,7.67587514318462
7,120,jackknife-mm,0.92,10.900557011291623
7,120,CV+,0.89,8.064243844270301
7,120,split,0.88,9.179463254404034
8,120,naive,0.0,3.05133696087978e-14
8,120,jackknife,0.83,9.104515430619246
8,120,jackknife+,0.86,9.30753712355668
8,120,jackknife-mm,0.98,12.706808067952197
8,120,CV+,0.92,9.75659958363264
8,120,split,0.91,9.953266420896655
9,120,naive,0.0,2.3110402480597258e-14
9,120,jackknife,0.78,7.6249160761936166
9,120,jackknife+,0.83,7.724629731921523
9,120,jackknife-mm,0.97,11.002507656519658
9,120,CV+,0.94,8.30791514956344
9,120,split,0.91,9.44040701126912
10,120,naive,0.0,1.858957432432362e-14
10,120,jackknife,0.93,9.469523335695156
10,120,jackknife+,0.95,9.030977868602873
10,120,jackknife-mm,1.0,13.111908167431833
10,120,CV+,0.98,9.539576888303387
10,120,split,0.97,10.952539248749728
11,120,naive,0.0,2.4868995751603507e-14
11,120,jackknife,0.92,8.150607300504554
11,120,jackknife+,0.91,8.22807990518276
11,120,jackknife-mm,0.97,11.317845461730997
11,120,CV+,0.96,8.751592953774471
11,120,split,0.82,7.954142963026206
12,120,naive,0.0,2.4868995751603507e-14
12,120,jackknife,0.93,11.470870111411635
12,120,jackknife+,0.96,11.474202241097258
12,120,jackknife-mm,1.0,15.824307931328555
12,120,CV+,0.99,10.734322009561524
12,120,split,0.97,9.018493241054012
13,120,naive,0.0,2.673417043297377e-14
13,120,jackknife,0.88,8.438078733026114
13,120,jackknife+,0.91,8.944711810633276
13,120,jackknife-mm,1.0,11.987393455794868
13,120,CV+,0.97,9.936928843237833
13,120,split,0.91,8.924098623618418
14,120,naive,0.0,2.246647312631467e-14
14,120,jackknife,0.83,8.478521054659643
14,120,jackknife+,0.88,8.979542666623656
14,120,jackknife-mm,0.97,12.147044599634022
14,120,CV+,0.97,10.018167512067167
14,120,split,0.96,11.74680007374779
15,120,naive,0.0,2.4868995751603507e-14
15,120,jackknife,0.9,8.480855881225473
15,120,jackknife+,0.92,9.087872570724226
15,120,jackknife-mm,0.98,12.26146962568605
15,120,CV+,0.97,9.963908227291181
15,120,split,0.92,8.542695616683009
16,120,naive,0.0,2.2168933355715127e-14
16,120,jackknife,0.86,7.705857352922266
16,120,jackknife+,0.95,8.375893071044828
16,120,jackknife-mm,0.99,11.415342911150217
16,120,CV+,0.98,8.771185005568661
16,120,split,0.95,10.018107923385147
17,120,naive,0.0,2.668087972779176e-14
17,120,jackknife,0.9,9.76858091814927
17,120,jackknife+,0.92,9.547095504456696
17,120,jackknife-mm,0.98,13.487634377375798
17,120,CV+,0.98,10.43739094399901
17,120,split,0.93,10.574264844784004
18,120,naive,0.0,3.197442310920451e-14
18,120,jackknife,0.85,7.277033328639162
18,120,jackknife+,0.86,7.29297056691852
18,120,jackknife-mm,0.97,10.144933374148305
18,120,CV+,0.94,7.990184106833515
18,120,split,0.91,8.915229676277336
19,120,naive,0.0,1.9539925233402755e-14
19,120,jackknife,0.75,7.743777339248029
19,120,jackknife+,0.78,7.7695747673890745
19,120,jackknife-mm,0.96,10.727107050388911
19,120,CV+,0.8,7.584184772269398
19,120,split,0.9,10.57641757957097
20,120,naive,0.0,2.1316282072803006e-14
20,120,jackknife,0.91,11.653565383670418
20,120,jackknife+,0.97,12.152734175580695
20,120,jackknife-mm,1.0,16.337173586154947
20,120,CV+,0.96,10.258503762300911
20,120,split,0.98,10.462794087059928
21,120,naive,0.0,2.3447910280083305e-14
21,120,jackknife,0.79,7.267035092674849
21,120,jackknife+,0.84,7.702859850636043
21,120,jackknife-mm,0.93,10.472350482067132
