itrial,d,method,coverage,width
28,100,jackknife,0.44,31.642847980969837
28,100,jackknife+,0.98,49.54931548343035
28,100,jackknife-mm,1.0,77.40080077783401
28,100,CV+,1.0,18.643233743960472
28,100,split,0.93,11.0944425599939
29,100,naive,0.0,6.44995168386231e-14
29,100,jackknife,0.46,19.194821557998456
29,100,jackknife+,0.9,29.108877433780982
29,100,jackknife-mm,1.0,46.31281059745828
29,100,CV+,1.0,16.23061573238921
29,100,split,0.97,9.530603253948387
30,100,naive,0.0,5.31841237716435e-14
30,100,jackknife,0.83,30.06988107243599
30,100,jackknife+,1.0,38.290102027437975
30,100,jackknife-mm,1.0,54.754588085118556
30,100,CV+,1.0,14.351907169732444
30,100,split,0.97,10.666417144925981
31,100,naive,0.0,6.205258529234924e-14
31,100,jackknife,0.37,16.568932179394565
31,100,jackknife+,0.91,26.67145474577072
31,100,jackknife-mm,1.0,42.413619834443324
31,100,CV+,0.99,11.65839037916426
31,100,split,0.87,8.519326800451042
32,100,naive,0.0,5.418883120000828e-12
32,100,jackknife,0.02,106.01805992996395
32,100,jackknife+,1.0,134.00488646134875
32,100,jackknife-mm,1.0,503.1182529570768
32,100,CV+,0.97,12.04061302941957
32,100,split,0.86,6.763908431261824
33,100,naive,0.0,4.094147243449697e-13
33,100,jackknife,0.31,103.26399288595547
33,100,jackknife+,1.0,178.73643050308925
33,100,jackknife-mm,1.0,296.39125525425516
33,100,CV+,0.99,15.27570334617153
33,100,split,0.88,8.030722057721398
34,100,naive,0.0,3.40349970429088e-14
34,100,jackknife,0.75,19.812255144821606
34,100,jackknife+,1.0,22.400541773634117
34,100,jackknife-mm,1.0,34.47374311069131
34,100,CV+,1.0,12.866221602213598
34,100,split,0.96,9.531824637430448
35,100,naive,0.0,6.156852805361268e-14
35,100,jackknife,0.52,20.28503851232726
35,100,jackknife+,0.94,29.371271963735992
35,100,jackknife-mm,1.0,45.58108654369737
35,100,CV+,1.0,15.512060146038534
35,100,split,0.8,7.3595170201386955
36,100,naive,0.0,3.622968591798781e-13
36,100,jackknife,0.3,75.97427495369176
36,100,jackknife+,1.0,96.0157352263973
36,100,jackknife-mm,1.0,216.02526126128888
36,100,CV+,1.0,14.442913175483007
36,100,split,0.94,10.002254478059482
37,100,naive,0.0,4.6798120933999596e-14
37,100,jackknife,0.42,7.072522592512801
37,100,jackknife+,0.53,8.727766447559336
37,100,jackknife-mm,0.82,15.801391506774408
37,100,CV+,1.0,14.78654342237661
37,100,split,0.97,10.357261232083692
38,100,naive,0.0,5.707434524993005e-14
38,100,jackknife,0.53,23.219064878003845
38,100,jackknife+,1.0,32.524822324802884
38,100,jackknife-mm,1.0,51.38893480769266
38,100,CV+,0.92,8.778828190996455
38,100,split,0.92,9.459874018226545
39,100,naive,0.0,6.334488489301293e-14
39,100,jackknife,0.56,22.291934655946793
39,100,jackknife+,1.0,32.52456581153106
39,100,jackknife-mm,1.0,49.13064589747576
39,100,CV+,0.99,9.694148431392293
39,100,split,0.94,8.43179888900829
40,100,naive,0.0,5.684341886080802e-14
40,100,jackknife,0.65,25.120171981751955
40,100,jackknife+,0.91,31.105816848169958
40,100,jackknife-mm,1.0,50.05787641286063
40,100,CV+,1.0,19.815410640133965
40,100,split,0.84,8.918157986306513
41,100,naive,0.0,1.2028067430946976e-11
41,100,jackknife,0.0,103.00218102553707
41,100,jackknife+,1.0,103.42194953373527
41,100,jackknife-mm,1.0,2028.076018689801
41,100,CV+,1.0,16.933531219894004
41,100,split,0.88,9.048578151944609
42,100,naive,0.0,3.552713678800501e-14
42,100,jackknife,0.57,10.211985472747074
42,100,jackknife+,0.81,11.909478160085614
42,100,jackknife-mm,0.98,19.990029315509982
42,100,CV+,0.98,11.447775510372914
42,100,split,0.94,7.5869680504256705
43,100,naive,0.0,1.0127898519840528e-13
43,100,jackknife,0.64,37.74057100236631
43,100,jackknife+,1.0,51.602215661631334
43,100,jackknife-mm,1.0,79.36709498991372
43,100,CV+,1.0,14.736114585508314
43,100,split,0.87,8.608678850096005
44,100,naive,0.0,3.070432796903333e-14
44,100,jackknife,0.82,15.873973045252626
44,100,jackknife+,0.97,18.40313814200909
44,100,jackknife-mm,1.0,29.23054043903143
44,100,CV+,1.0,14.561863381182045
44,100,split,0.89,9.114828939001542
45,100,naive,0.0,1.592659337745772e-13
45,100,jackknife,0.58,74.39309758233229
45,100,jackknife+,1.0,95.05553862082569
45,100,jackknife-mm,1.0,155.15532090970754
45,100,CV+,1.0,16.15033579435361
45,100,split,0.97,9.349140780951759
46,100,naive,0.0,3.552713678800501e-14
46,100,jackknife,0.44,12.876520471418328
46,100,jackknife+,0.74,16.315602517564827
46,100,jackknife-mm,0.99,27.564365161104643
46,100,CV+,0.99,15.159139511612173
46,100,split,0.89,8.62629685228285
47,100,naive,0.0,3.552713678800501e-14
47,100,jackknife,0.23,3.4984802257588767
47,100,jackknife+,0.38,4.966729859385709
47,100,jackknife-mm,0.86,10.714535779262023
47,100,CV+,1.0,11.439340519355506
47,100,split,0.89,7.675998508565193
48,100,naive,0.0,4.2752468232265526e-14
48,100,jackknife,0.6,16.55678943960423
48,100,jackknife+,0.92,22.281806394006356
48,100,jackknife-mm,1.0,34.561282927201944
48,100,CV+,1.0,15.765575763263875
48,100,split,0.98,10.513785610730785
49,100,naive,0.0,4.851230528402084e-14
49,100,jackknife,0.63,20.2110205527004
49,100,jackknife+,0.98,26.83275376127236
49,100,jackknife-mm,1.0,42.008464532654955
49,100,CV+,1.0,14.606488561029654
49,100,split,0.9,9.136146915447203
0,105,naive,0.0,3.0215829838198263e-14
0,105,jackknife,0.92,13.82244502750563
0,105,jackknife+,1.0,15.45367031786001
0,105,jackknife-mm,1.0,22.679539377263296
0,105,CV+,1.0,12.698422245209963
0,105,split,0.9,9.919057559145925
1,105,naive,0.0,3.0162539133016254e-14
1,105,jackknife,0.82,19.999434609958374
1,105,jackknife+,0.98,24.142117802823392
1,105,jackknife-mm,1.0,33.11647261345462
1,105,CV+,0.99,13.944391405747458
1,105,split,0.88,8.29045774644351
2,105,naive,0.0,3.845812557301542e-14
2,105,jackknife,0.83,18.676722050566028
2,105,jackknife+,1.0,22.186246128344525
2,105,jackknife-mm,1.0,32.215364469897175
2,105,CV+,1.0,12.37050985916248
2,105,split,0.87,9.457587647382267
3,105,naive,0.0,3.4647840152501884e-14
3,105,jackknife,0.76,8.009309139355572
3,105,jackknife+,0.96,9.208413438763488
3,105,jackknife-mm,1.0,13.512519245706848
3,105,CV+,0.97,7.516567140776872
3,105,split,0.74,5.334216300188183
4,105,naive,0.0,3.33288951992472e-14
4,105,jackknife,0.74,11.441316619042475
4,105,jackknife+,0.91,13.445819115776931
4,105,jackknife-mm,0.98,19.842965478981135
4,105,CV+,0.94,11.438413735198692
4,105,split,0.9,8.646121311108995
5,105,naive,0.0,2.5367485889660203e-14
5,105,jackknife,0.92,12.308797538529593
5,105,jackknife+,0.98,13.497080779486152
5,105,jackknife-mm,1.0,19.134239352108345
5,105,CV+,0.96,10.282101561986101
5,105,split,0.9,9.781160035167803
6,105,naive,0.0,2.668087972779176e-14
6,105,jackknife,0.76,8.669944683285287
6,105,jackknife+,0.85,9.896618143198173
6,105,jackknife-mm,0.99,14.779136167520512
6,105,CV+,1.0,12.573808231220248
6,105,split,0.85,8.559369694647328
7,105,naive,0.0,3.26227933555856e-14
7,105,jackknife,0.83,13.732225308164521
7,105,jackknife+,0.94,15.27503188513087
7,105,jackknife-mm,1.0,22.85985419454567
7,105,CV+,0.99,12.322683983095883
7,105,split,0.84,8.797530364751317
8,105,naive,0.0,2.842170943040401e-14
8,105,jackknife,0.65,5.919164880923923
8,105,jackknife+,0.69,6.582454755716113
8,105,jackknife-mm,0.93,9.987651885557517
8,105,CV+,0.96,9.041157698450801
8,105,split,0.82,7.521846610516179
9,105,naive,0.0,2.668087972779176e-14
9,105,jackknife,0.61,5.459847489708706
9,105,jackknife+,0.7,6.085226462635291
9,105,jackknife-mm,0.91,9.153515058964325
9,105,CV+,0.88,8.309417340676287
9,105,split,0.9,8.98720011446517
10,105,naive,0.0,3.200328890784476e-14
10,105,jackknife,0.76,6.3457577760433415
10,105,jackknife+,0.8,6.694149779038745
10,105,jackknife-mm,0.96,10.227838719170755
10,105,CV+,0.98,8.553117511833912
10,105,split,0.85,8.46623871416739
11,105,naive,0.0,2.673417043297377e-14
11,105,jackknife,0.78,10.343707571706544
11,105,jackknife+,0.88,11.811595851294225
11,105,jackknife-mm,0.98,17.270087567348817
11,105,CV+,0.98,11.713325924922895
11,105,split,0.82,8.143656091570818
12,105,naive,0.0,2.5686119897727623e-14
12,105,jackknife,0.77,10.914583733450142
12,105,jackknife+,0.92,12.538338234233844
12,105,jackknife-mm,1.0,19.411392589682567
12,105,CV+,1.0,13.70015907699778
12,105,split,0.84,7.8413696945534275
13,105,naive,0.0,2.4868995751603507e-14
13,105,jackknife,0.68,8.249033146212014
13,105,jackknife+,0.85,9.51082684481993
13,105,jackknife-mm,0.98,14.030545323283963
13,105,CV+,0.98,11.01021650300998
13,105,split,0.89,9.088725533154534
14,105,naive,0.0,2.4885649096972884e-14
14,105,jackknife,0.83,10.62434667678016
14,105,jackknife+,0.91,11.130215319230082
14,105,jackknife-mm,0.99,16.949472813691123
14,105,CV+,0.99,10.468258572187365
14,105,split,0.94,10.676624803585044
15,105,naive,0.0,2.6769697569761775e-14
15,105,jackknife,0.85,12.46757349130362
15,105,jackknife+,0.98,14.315108274524215
15,105,jackknife-mm,1.0,20.395006418888627
15,105,CV+,1.0,11.091875872521973
15,105,split,0.93,8.126189283832867
16,105,naive,0.0,2.7640112421067898e-14
16,105,jackknife,0.72,9.372661653004375
16,105,jackknife+,0.87,10.1435912591863
16,105,jackknife-mm,0.98,15.304956485956074
16,105,CV+,0.95,8.75751903369366
16,105,split,0.96,9.474960748353517
17,105,naive,0.0,3.47544215628659e-14
17,105,jackknife,0.71,7.351895230738356
17,105,jackknife+,0.85,8.525226443669641
17,105,jackknife-mm,0.97,12.362379743299844
17,105,CV+,0.97,8.550283873113491
17,105,split,0.97,10.857503146378225
18,105,naive,0.0,2.490452288839151e-14
18,105,jackknife,0.77,8.527727979863277
18,105,jackknife+,0.84,8.94173923990694
18,105,jackknife-mm,0.95,14.535016467231806
18,105,CV+,1.0,11.327139345410584
18,105,split,0.89,8.011395907283797
19,105,naive,0.0,2.673417043297377e-14
19,105,jackknife,0.84,12.48735432645163
19,105,jackknife+,0.98,13.403433349143272
19,105,jackknife-mm,1.0,19.09100602859707
19,105,CV+,0.93,8.598304682680697
19,105,split,0.9,9.784566148675596
20,105,naive,0.0,2.4149571231646406e-14
20,105,jackknife,0.9,14.621007675267412
20,105,jackknife+,1.0,16.35867843042048
20,105,jackknife-mm,1.0,23.051048128040325
20,105,CV+,0.97,10.389610990781359
20,105,split,0.89,8.11807135762899
21,105,naive,0.0,3.0215829838198263e-14
21,105,jackknife,0.77,14.489978059349312
21,105,jackknife+,0.99,16.01870190931178
21,105,jackknife-mm,1.0,24.702872897865223
21,105,CV+,0.99,11.474875402328522
21,105,split,0.91,9.935147513925786
22,105,naive,0.0,4.015454635464266e-14
22,105,jackknife,0.86,21.845612574085006
22,105,jackknife+,0.99,24.081435073980156
22,105,jackknife-mm,1.0,36.3438575100377
22,105,CV+,1.0,15.08302772372982
22,105,split,0.87,7.307384190047525
23,105,naive,0.0,2.9105606813573107e-14
23,105,jackknife,0.82,12.205385819903745
23,105,jackknife+,0.95,13.969340885698356
23,105,jackknife-mm,1.0,19.805389860922034
23,105,CV+,0.97,10.574462688103583
23,105,split,0.89,9.735486399818994
24,105,naive,0.0,2.5695001681924623e-14
24,105,jackknife,0.76,6.854066461052863
24,105,jackknife+,0.88,7.3402827937261135
24,105,jackknife-mm,1.0,11.301552045491382
24,105,CV+,0.96,7.008051068882841
24,105,split,0.97,10.54477209697666
25,105,naive,0.0,2.673417043297377e-14
25,105,jackknife,0.71,9.623342336886255
25,105,jackknife+,0.82,10.363199479105058
25,105,jackknife-mm,0.98,16.522823964824248
25,105,CV+,0.96,11.124571736419693
25,105,split,0.87,8.661528776692764
26,105,naive,0.0,3.552713678800501e-14
26,105,jackknife,0.95,20.828169989379365
26,105,jackknife+,0.98,22.431790681204934
26,105,jackknife-mm,1.0,32.86223463195656
26,105,CV+,1.0,18.260274734586844
26,105,split,0.95,9.128607527417214
27,105,naive,0.0,3.396394276933279e-14
27,105,jackknife,0.78,16.121462547770935
27,105,jackknife+,0.93,19.28380555055676
27,105,jackknife-mm,1.0,28.254721980585053
27,105,CV+,1.0,15.233500533405262
27,105,split,0.89,9.335491107471542
28,105,naive,0.0,3.177902385687048e-14
28,105,jackknife,0.91,21.868691268774146
28,105,jackknife+,1.0,24.783642301813785
28,105,jackknife-mm,1.0,34.91497659177758
28,105,CV+,1.0,17.855087731465584
28,105,split,0.85,8.506760332013782
29,105,naive,0.0,3.019806626980426e-14
29,105,jackknife,0.81,8.53262028005441
29,105,jackknife+,0.88,8.797921446049946
29,105,jackknife-mm,0.99,13.546420169561017
29,105,CV+,0.99,11.715647595045434
29,105,split,0.98,11.17576178389006
30,105,naive,0.0,2.842170943040401e-14
30,105,jackknife,0.75,10.20142519828766
30,105,jackknife+,0.92,11.660027927018763
30,105,jackknife-mm,0.99,17.510930114739438
30,105,CV+,0.95,9.314119314383152
30,105,split,0.97,10.600577293963957
31,105,naive,0.0,2.4868995751603507e-14
31,105,jackknife,0.84,11.714615689121738
31,105,jackknife+,0.93,12.966240361139056
31,105,jackknife-mm,1.0,18.704213440091348
31,105,CV+,0.94,10.069089853940477
31,105,split,0.85,7.929814040582082
32,105,naive,0.0,3.014477556462225e-14
32,105,jackknife,0.78,9.62846159934079
32,105,jackknife+,0.94,10.99250326514149
32,105,jackknife-mm,1.0,16.51303416434902
32,105,CV+,0.98,10.091479311524873
32,105,split,0.93,8.926476177053017
33,105,naive,0.0,3.0040414600307484e-14
33,105,jackknife,0.67,5.871189430082446
33,105,jackknife+,0.77,6.562985486347607
33,105,jackknife-mm,0.94,10.071357760926778
33,105,CV+,0.98,9.844091187398064
33,105,split,0.98,8.939321791995182
34,105,naive,0.0,3.4239278079439825e-14
34,105,jackknife,0.88,15.208011479244702
34,105,jackknife+,0.97,16.845015583221087
34,105,jackknife-mm,1.0,24.7980745742633
34,105,CV+,0.99,12.567090727731616
34,105,split,0.93,9.286747570179394
35,105,naive,0.0,2.842170943040401e-14
35,105,jackknife,0.59,6.486436333779424
35,105,jackknife+,0.72,7.676689685267231
35,105,jackknife-mm,0.96,11.601368282508894
35,105,CV+,0.97,9.468305126199574
35,105,split,0.89,8.292611779435104
36,105,naive,0.0,3.179678742526448e-14
36,105,jackknife,0.72,12.392797349561153
36,105,jackknife+,0.82,13.12627687466528
36,105,jackknife-mm,1.0,20.936570747388558
36,105,CV+,1.0,15.538273632598935
36,105,split,0.92,9.025615605255668
37,105,naive,0.0,2.90789614609821e-14
37,105,jackknife,0.81,14.828614775820364
37,105,jackknife+,0.9,16.30353239974877
37,105,jackknife-mm,1.0,23.02123619991095
37,105,CV+,0.98,13.427960404363247
37,105,split,0.96,11.27271545766379
38,105,naive,0.0,2.842170943040401e-14
38,105,jackknife,0.7,6.617345880403525
38,105,jackknife+,0.78,7.059995608623669
38,105,jackknife-mm,0.96,10.960906251270242
38,105,CV+,0.96,9.468828289409286
38,105,split,0.84,8.376174145419474
39,105,naive,0.0,3.4292568784621835e-14
39,105,jackknife,0.82,14.693728880355213
39,105,jackknife+,0.96,15.177764780833202
39,105,jackknife-mm,1.0,23.333641384893117
39,105,CV+,0.99,11.985247694201801
39,105,split,0.87,8.664663721841666
40,105,naive,0.0,2.5448532170457838e-14
40,105,jackknife,0.86,9.267977385822094
40,105,jackknife+,0.94,10.1136574296055
40,105,jackknife-mm,1.0,15.093622887957373
40,105,CV+,0.98,9.585413166821914
40,105,split,0.96,9.719336459031185
41,105,naive,0.0,2.3021584638627248e-14
41,105,jackknife,0.87,14.208653801267783
41,105,jackknife+,0.98,15.38006600471698
41,105,jackknife-mm,1.0,22.138864521684432
41,105,CV+,0.98,10.127585088956408
41,105,split,0.94,10.310274757723024
42,105,naive,0.0,3.83337805942574e-14
42,105,jackknife,0.69,8.68053986261077
42,105,jackknife+,0.8,9.594067427974585
42,105,jackknife-mm,0.98,13.990268370085055
42,105,CV+,0.88,8.727373710636765
42,105,split,0.84,7.561045597936064
43,105,naive,0.0,2.6210145165350697e-14
43,105,jackknife,0.89,12.579047925499033
43,105,jackknife+,0.97,13.709105050544713
43,105,jackknife-mm,1.0,20.224433035339477
43,105,CV+,0.96,10.925966309022444
43,105,split,0.79,7.314684643396394
44,105,naive,0.0,3.625544309215911e-14
44,105,jackknife,0.85,14.424603829359965
44,105,jackknife+,0.97,16.61673137035784
44,105,jackknife-mm,1.0,24.013196851558597
44,105,CV+,0.99,13.162969388194329
44,105,split,0.83,6.352949419645756
45,105,naive,0.0,2.303934820702125e-14
45,105,jackknife,0.9,8.404284298455075
45,105,jackknife+,0.96,9.431715954908986
45,105,jackknife-mm,1.0,13.832713239024462
45,105,CV+,0.96,9.206831591572293
45,105,split,0.74,7.048174188345603
46,105,naive,0.0,2.9123370381967106e-14
46,105,jackknife,0.66,10.203644863854828
46,105,jackknife+,0.84,12.486131080067121
46,105,jackknife-mm,0.98,18.632422875960625
46,105,CV+,0.98,14.575438583536666
46,105,split,0.98,9.486326142311075
47,105,naive,0.0,2.668087972779176e-14
47,105,jackknife,0.73,9.178297053698087
47,105,jackknife+,0.86,9.901252125388988
47,105,jackknife-mm,0.98,14.75025334281998
47,105,CV+,0.95,9.648331363854616
47,105,split,0.8,8.038826040947093
48,105,naive,0.0,2.842170943040401e-14
48,105,jackknife,0.93,15.526189926835215
48,105,jackknife+,0.99,16.79654800612672
48,105,jackknife-mm,1.0,24.570798938268698
48,105,CV+,1.0,14.669883120261149
48,105,split,0.85,7.565835856701173
49,105,naive,0.0,3.15414361296007e-14
49,105,jackknife,0.81,11.645061714136112
49,105,jackknife+,0.92,13.17289337025246
49,105,jackknife-mm,0.99,19.544857203708503
49,105,CV+,1.0,12.565187553455768
49,105,split,0.77,7.876390663424188
0,110,naive,0.0,3.214317700894753e-14
0,110,jackknife,0.77,10.155499780476049
0,110,jackknife+,0.87,10.975676063528882
0,110,jackknife-mm,0.96,16.01621328236401
0,110,CV+,0.96,11.80315158899511
0,110,split,0.94,9.569403863647041
1,110,naive,0.0,2.6698643296185763e-14
1,110,jackknife,0.83,7.582369483931445
1,110,jackknife+,0.88,8.430673834725772
1,110,jackknife-mm,0.96,11.546432728381037
1,110,CV+,0.98,10.158007708056287
1,110,split,0.92,9.351782371108136
2,110,naive,0.0,2.1860291354869333e-14
2,110,jackknife,0.83,10.02215068260977
2,110,jackknife+,0.94,11.364483998791766
2,110,jackknife-mm,0.99,15.588917496144694
2,110,CV+,0.9,8.664063547398133
2,110,split,0.94,10.294103516355245
3,110,naive,0.0,2.3518964553659317e-14
3,110,jackknife,0.89,11.741267962795739
3,110,jackknife+,0.99,13.458058355941791
3,110,jackknife-mm,1.0,18.148328994826024
3,110,CV+,0.97,9.872581996387229
3,110,split,0.93,10.724366812322591
4,110,naive,0.0,3.375077994860476e-14
4,110,jackknife,0.92,13.083902812960037
4,110,jackknife+,1.0,13.881468775532404
4,110,jackknife-mm,1.0,19.492423494687568
4,110,CV+,1.0,11.655566524655242
4,110,split,0.95,12.022653902745633
5,110,naive,0.0,4.918732088299294e-14
5,110,jackknife,0.94,26.804109063665063
5,110,jackknife+,1.0,31.939464912924542
5,110,jackknife-mm,1.0,43.47656843385728
5,110,CV+,1.0,16.376875783773695
5,110,split,0.91,10.551172859172086
6,110,naive,0.0,2.7711166694643907e-14
6,110,jackknife,0.93,12.72401338202278
6,110,jackknife+,1.0,13.550900026123704
6,110,jackknife-mm,1.0,19.289682194126435
6,110,CV+,0.99,10.91563524671831
6,110,split,0.92,8.575570184605821
7,110,naive,0.0,3.0109248427834244e-14
7,110,jackknife,0.94,12.46964423629879
7,110,jackknife+,0.99,13.832082950828045
7,110,jackknife-mm,1.0,19.140719989113794
7,110,CV+,0.99,11.735757331548355
7,110,split,0.89,9.006162401673349
8,110,naive,0.0,2.9247715360725124e-14
8,110,jackknife,0.79,7.682946180238035
8,110,jackknife+,0.85,7.618679848080634
8,110,jackknife-mm,0.96,11.388160440362265
8,110,CV+,0.94,8.581860096776133
8,110,split,0.85,8.91457168263062
9,110,naive,0.0,3.375077994860476e-14
9,110,jackknife,0.7,7.165507877115602
9,110,jackknife+,0.83,7.9598990770552644
9,110,jackknife-mm,0.93,11.256954776906685
9,110,CV+,0.9,8.401925035449024
9,110,split,0.79,6.344611689439941
10,110,naive,0.0,2.4868995751603507e-14
10,110,jackknife,0.89,6.684117232004426
10,110,jackknife+,0.97,7.405341275157346
10,110,jackknife-mm,1.0,10.230626408103177
10,110,CV+,0.99,8.558846757101067
10,110,split,0.92,9.19693454577259
11,110,naive,0.0,3.382183422218077e-14
11,110,jackknife,0.81,10.107544051281458
11,110,jackknife+,0.9,11.055095025838366
11,110,jackknife-mm,1.0,15.717793394393691
11,110,CV+,1.0,11.713838657085544
11,110,split,0.88,9.785842991292066
12,110,naive,0.0,3.717914864864724e-14
12,110,jackknife,0.8,12.058293588203846
12,110,jackknife+,0.94,12.649573258031342
12,110,jackknife-mm,0.99,18.040828301147897
12,110,CV+,1.0,12.78881555863536
12,110,split,0.9,9.873471687142597
13,110,naive,0.0,2.700506485098231e-14
13,110,jackknife,0.66,6.547297156887237
13,110,jackknife+,0.74,7.14168489130127
13,110,jackknife-mm,0.96,10.530256829662978
13,110,CV+,0.93,8.985035565653847
13,110,split,0.89,9.334636245770724
14,110,naive,0.0,3.531397396727698e-14
14,110,jackknife,0.87,15.442932827251466
14,110,jackknife+,0.97,15.958209228983726
14,110,jackknife-mm,1.0,22.984573887945412
14,110,CV+,0.98,13.192675897805104
14,110,split,0.96,11.472380300606268
15,110,naive,0.0,2.62412314100402e-14
15,110,jackknife,0.89,9.73313838205638
15,110,jackknife+,0.96,10.236808502584713
15,110,jackknife-mm,0.99,14.766915525841473
15,110,CV+,0.98,10.10447109523681
15,110,split,0.93,9.473827659599806
16,110,naive,0.0,3.076872090446159e-14
16,110,jackknife,0.85,9.755022694025904
16,110,jackknife+,0.92,10.226269702200145
16,110,jackknife-mm,0.98,14.586481358059466
16,110,CV+,0.95,10.524004013902399
16,110,split,0.77,7.886601894839637
17,110,naive,0.0,2.3120394487818885e-14
17,110,jackknife,0.72,8.601965327964761
17,110,jackknife+,0.83,9.167011582184502
17,110,jackknife-mm,0.96,13.002428891649293
17,110,CV+,0.96,9.678726020668435
17,110,split,0.88,8.299764455263217
18,110,naive,0.0,3.028910455782352e-14
18,110,jackknife,0.72,7.529727452587744
18,110,jackknife+,0.78,7.878953470592554
18,110,jackknife-mm,0.97,11.633807100486443
18,110,CV+,0.92,7.9446979521922865
18,110,split,0.93,9.539419393178065
19,110,naive,0.0,2.559730205575761e-14
19,110,jackknife,0.84,9.268079885999184
19,110,jackknife+,0.95,9.936807343382387
19,110,jackknife-mm,0.99,14.184430110872581
19,110,CV+,0.93,8.794893761754212
19,110,split,0.95,10.762107124842963
20,110,naive,0.0,2.5703883466121625e-14
20,110,jackknife,0.76,6.231542741125349
20,110,jackknife+,0.79,6.664849748476727
20,110,jackknife-mm,0.95,9.537913074008976
20,110,CV+,0.96,7.671942146654024
20,110,split,0.95,9.72471787029667
21,110,naive,0.0,2.3110402480597258e-14
21,110,jackknife,0.98,16.36819635723198
21,110,jackknife+,1.0,17.850525982794085
21,110,jackknife-mm,1.0,24.09091477249818
21,110,CV+,1.0,11.333266940566771
21,110,split,0.86,8.42446035064859
22,110,naive,0.0,2.815525590449397e-14
22,110,jackknife,0.8,10.321377456804862
22,110,jackknife+,0.9,11.026933806632986
22,110,jackknife-mm,1.0,15.651078826390686
22,110,CV+,0.98,11.17538055870469
22,110,split,0.78,8.124378549762357
23,110,naive,0.0,2.6645352591003757e-14
23,110,jackknife,0.93,11.95855574773666
23,110,jackknife+,0.98,12.577741190893724
23,110,jackknife-mm,1.0,17.596257354827287
23,110,CV+,0.99,10.698024380295385
23,110,split,0.87,9.91474729787896
24,110,naive,0.0,2.1316282072803006e-14
24,110,jackknife,0.69,6.28158336193053
24,110,jackknife+,0.72,6.148575701351218
24,110,jackknife-mm,0.91,9.550204429922323
24,110,CV+,0.93,7.954489683863856
24,110,split,1.0,12.710834075239045
25,110,naive,0.0,3.2569502650403594e-14
25,110,jackknife,0.91,17.603712983230867
25,110,jackknife+,0.99,18.754484147659205
25,110,jackknife-mm,1.0,26.818516465358453
25,110,CV+,1.0,14.12965527321711
25,110,split,0.84,7.244785534123365
26,110,naive,0.0,2.462030579408747e-14
26,110,jackknife,0.83,8.72585672100533
26,110,jackknife+,0.86,8.527160149397634
26,110,jackknife-mm,0.99,12.894757237479602
26,110,CV+,0.97,10.227013337809286
26,110,split,0.82,9.210908634559921
27,110,naive,0.0,2.3092638912203256e-14
27,110,jackknife,0.85,7.8359542828009365
27,110,jackknife+,0.93,8.849041139719654
27,110,jackknife-mm,0.98,12.295153469649247
27,110,CV+,0.98,9.35676553636529
27,110,split,0.97,10.54822070783919
28,110,naive,0.0,2.2994939286036243e-14
28,110,jackknife,0.7,6.123807763053822
28,110,jackknife+,0.69,6.060912515123327
28,110,jackknife-mm,0.93,9.221680392612871
28,110,CV+,0.93,8.34460508564594
28,110,split,0.93,8.384101965118214
29,110,naive,0.0,2.418509836843441e-14
29,110,jackknife,0.9,15.77401685004018
29,110,jackknife+,0.97,17.41366055421011
29,110,jackknife-mm,1.0,24.64976106232562
29,110,CV+,0.95,11.24325008142976
29,110,split,0.82,7.828022434799655
30,110,naive,0.0,3.2285285556099553e-14
30,110,jackknife,0.8,6.9213711514579135
30,110,jackknife+,0.87,7.178195678401097
30,110,jackknife-mm,0.98,10.474321185206612
30,110,CV+,0.97,9.452017857835802
30,110,split,0.83,7.9113010011558424
31,110,naive,0.0,2.6716406864579765e-14
31,110,jackknife,0.88,11.42559527042171
31,110,jackknife+,0.95,12.053031211844477
31,110,jackknife-mm,1.0,17.480406716102543
31,110,CV+,0.98,12.221368751866805
31,110,split,0.9,10.01422615626018
32,110,naive,0.0,3.200995024599251e-14
32,110,jackknife,0.9,17.691106486092913
32,110,jackknife+,1.0,18.851817595708102
32,110,jackknife-mm,1.0,26.63451186780273
32,110,CV+,1.0,13.439862091245782
32,110,split,0.96,10.240733204501792
33,110,naive,0.0,2.163602630389505e-14
33,110,jackknife,0.5,4.802211357137477
33,110,jackknife+,0.57,5.541093370657038
33,110,jackknife-mm,0.75,7.912363124887711
33,110,CV+,0.91,8.535479820740186
33,110,split,0.9,9.572877334030297
34,110,naive,0.0,3.3928415632544786e-14
34,110,jackknife,0.96,19.317946709835255
34,110,jackknife+,1.0,22.661497428643326
34,110,jackknife-mm,1.0,30.28125888033336
34,110,CV+,1.0,15.027661727069153
34,110,split,0.98,11.392381300911744
35,110,naive,0.0,2.9247715360725124e-14
35,110,jackknife,0.9,10.82354340932974
35,110,jackknife+,0.98,11.503467169304304
35,110,jackknife-mm,1.0,16.595532270749292
35,110,CV+,0.95,8.49959561495
35,110,split,0.9,8.44313403240029
36,110,naive,0.0,3.4932057246805924e-14
36,110,jackknife,0.96,30.596886394033508
36,110,jackknife+,1.0,35.02942801933469
36,110,jackknife-mm,1.0,47.23069977640171
36,110,CV+,1.0,14.677110701773072
36,110,split,0.81,6.700195394210449
37,110,naive,0.0,3.019806626980426e-14
37,110,jackknife,0.7,5.577640328401961
37,110,jackknife+,0.83,6.288019446942202
37,110,jackknife-mm,0.9,8.48260105800842
37,110,CV+,0.93,7.277213309052482
